Gender,Duration (s),RMS Energy,ZCR (Zero Crossing Rate),Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,Pitch (Fundamental Frequency),MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
Female,1.814,0.06512816,0.1744277686,2002.179855,1775.290046,4182.428728,142.647641,-353.5619202,87.30692291,0.1042795032,-5.628641129,-1.317708731,-10.29860878,-19.41389465,-5.463667393,-8.165616989,-10.03956223,-8.952493668,-3.599366903,-13.68914509,-0.6034969091,-11.44607449,-4.447476864,1.002449751,-0.2850739956,-6.746076584,-2.775738716
Female,1.814,0.062315397,0.1383806195,1732.117072,1726.019777,3805.372807,139.4524103,-374.2518616,94.51931,4.78866291,-6.222733021,3.733624935,-4.440763474,-14.7414608,-0.1327369064,3.923825026,-7.20762825,-14.0071125,-3.454355955,-15.06429958,-17.2462368,-12.73535919,1.539274931,-9.324085236,-4.056731224,-12.08138371,-4.061746597
Female,1.814,0.057153426,0.1205969024,1784.791938,1748.537501,3935.032895,141.5375538,-372.1002197,85.48499298,1.658756733,0.1018600762,1.660879016,-7.406086922,-12.89417553,2.231936216,-2.8322649,-5.156595707,-8.610871315,-7.835895538,-20.12495232,-14.57251358,-13.17067909,1.70816493,-6.731079578,-4.501417637,-8.073671341,-5.865321159
Female,1.814,0.06511533,0.1277926261,1666.710545,1632.47883,3546.463816,154.541795,-386.6448364,92.90814972,-2.392702818,-10.70632362,0.4332036078,-17.01512146,-16.71984291,-0.4553385377,-0.6419973373,-9.282664299,-5.987175465,-5.878390789,-18.19611168,-12.85132217,-12.0309639,-2.549834967,2.831067801,-3.862353325,-7.563951492,-3.893023491
Female,1.814,0.057504423,0.1013826069,1516.459549,1566.023638,3285.910088,139.2430858,-373.8707886,95.91317749,1.880049706,6.021697044,-1.520273924,-11.73589039,-17.90271187,-5.628561497,3.563118935,-6.974421501,-9.396834373,-6.498222351,-14.41165924,-14.906147,-9.266681671,-2.124102831,2.418109179,-3.635670424,-16.4392128,-2.479809046
Female,1.814,0.058918286,0.1183439556,1599.370041,1629.040339,3416.255482,146.1159026,-382.4706726,93.81551361,6.33146143,-3.071144819,2.78194499,-3.534482241,-11.36983871,-0.8788418174,0.3008529246,-12.78711224,-7.103759289,-5.500858784,-16.29053688,-7.392683506,-9.609038353,-2.254382849,-3.062808037,-4.372218132,-6.456991673,-4.105207443
Female,1.8875625,0.03972523,0.176848848,2266.74654,2050.256383,4652.674788,158.8591375,-356.7882996,58.79399872,-1.208869338,8.680764198,-5.574733734,-18.2479744,-5.911145687,1.660343528,-13.06618881,2.920964241,-17.27634239,-3.217761517,-20.8898735,-9.508107185,-12.18282223,-3.120650053,-4.923796177,-2.489941359,-4.792024136,-11.21499443
Female,1.8875625,0.04127828,0.131753178,2157.48606,2065.624281,4586.202331,132.4926064,-339.3413086,61.85945511,2.81152916,8.166139603,-9.07178688,-11.88622952,-1.567289114,8.387471199,-3.376938343,1.193294764,-16.00211334,-3.04963994,-18.22789192,-8.870194435,-6.624799252,-3.942553759,-10.03314114,-1.76999259,-7.791389465,-10.6939249
Female,1.8875625,0.05140414,0.1347904529,2046.287515,2031.465941,4462.526483,131.5521241,-337.330719,61.33551025,2.274205208,11.12657833,-4.500794888,-11.9687767,-2.953229427,9.897912979,-3.027299643,1.567651749,-17.3632431,-6.510858536,-20.39582253,-8.503064156,-11.32230949,-4.624466419,-12.83299541,-7.115929604,-9.730973244,-9.674226761
Female,1.8875625,0.048393317,0.1443077993,2174.63184,2054.773953,4614.141949,133.6863554,-334.1800537,58.62182236,-0.5780659914,8.757873535,-4.27764082,-15.06403255,-7.76249361,7.161165714,-4.118833065,-0.3989784122,-18.539114,-4.513626575,-23.55437851,-12.61436367,-8.375114441,2.889346361,-9.125943184,-4.792031288,-12.00433636,-14.86755848
Female,1.8875625,0.04190984,0.1538003178,2051.474019,1953.128099,4369.306144,139.5080344,-354.4594421,63.95264053,-7.273485661,3.551582098,-8.537304878,-16.4044075,-7.970815659,6.185730457,-7.235118866,-3.427564144,-20.68415451,-10.04455662,-19.92054176,-8.551459312,-10.9116745,-4.051118851,-4.538695335,-3.734281778,-5.921972752,-5.58838129
Female,1.8875625,0.044871587,0.1157474841,1899.281535,1959.4965,4175.185381,136.5614303,-341.0028687,66.51074982,-0.1786215901,15.58209991,-0.007748490665,-8.192849159,-8.400281906,5.411417007,-5.023846626,-4.109500885,-18.46811104,-8.334611893,-16.31910896,-8.926797867,-14.3995533,-4.474244118,-13.10839748,-10.78931904,-11.95263386,-8.996155739
Female,1.8875625,0.04813911,0.1375877251,1961.464439,1997.198819,4307.600636,173.3010614,-340.6716614,61.38709259,2.95138216,12.27413845,-4.965789795,-10.92754173,-1.541832447,9.229556084,-6.80949688,-0.4288676977,-21.50130081,-13.30451679,-21.6649437,-8.983242035,-13.72431374,0.3180861473,-13.05036163,-7.572139263,-8.965071678,-7.330833435
Female,1.7265625,0.04454344,0.1186885127,1955.765125,2102.684719,4668.836806,152.0733972,-361.4765625,67.96086884,9.509839058,3.319110394,0.8375140429,-16.43046951,-4.545232296,7.26312685,-18.17232323,14.44452667,-30.40515137,-12.85908031,-25.87764931,-12.91290283,-19.72883606,-5.200998783,-6.131449223,-4.398777008,-13.99679375,-9.29795742
Female,1.7265625,0.040445905,0.1274775752,2058.979436,2129.337763,4687.934028,137.4352166,-358.1166687,63.05694962,5.841351986,1.424174309,-0.9757698774,-18.44474602,-2.007290125,6.79506588,-22.28421593,6.569573402,-28.20137787,-14.90482616,-21.9849472,-8.120512009,-17.40781975,-7.265035629,-9.809210777,-8.449235916,-9.913227081,-3.275214195
Female,1.7265625,0.04777879,0.08851453993,1795.913619,2109.248468,4561.921296,141.4362866,-355.1927185,70.57103729,14.98363781,5.377327919,5.121154785,-7.421921253,6.901482105,13.53893375,-15.11383152,13.30471039,-27.13208771,-11.20648956,-16.83810043,-11.84169483,-17.08925629,-7.335958004,-7.840610027,-7.610920429,-12.46076298,-4.927355766
Female,1.7265625,0.042763636,0.09171549479,1829.391718,2031.522018,4325.954861,141.3545569,-357.4664001,67.215065,2.555169821,6.209162235,5.494173527,-14.41004562,-0.942583859,12.27362919,-11.88780403,10.04549503,-24.65351486,-10.74861431,-22.49950409,-11.91712475,-16.04836655,-7.348020554,-9.105885506,-9.532334328,-14.04779053,-5.044623852
Female,1.7265625,0.039728038,0.127947772,1918.71329,2029.254947,4527.054398,152.6627404,-377.7312927,70.92858124,-3.059463978,-4.12358427,-0.6927143335,-21.90810966,-4.144416332,10.70381927,-18.01667213,7.503073215,-32.28960037,-13.69661331,-23.76827621,-13.18839931,-18.38747025,-4.726121902,-1.65657568,-13.00235844,-16.31771278,-4.395044804
Female,1.7265625,0.046063986,0.09396701389,1756.145146,2028.633061,4311.921296,139.6783311,-349.6526794,74.33003998,7.858951092,2.589967012,-1.107990384,-14.37277699,3.849472284,14.71092701,-13.69840527,8.201460838,-24.99768257,-12.74279594,-22.87494087,-9.185418129,-20.25888824,-5.295052528,-1.518301368,-8.253427505,-11.1017561,-6.879067421
Female,1.7265625,0.054488398,0.0780255353,1603.130453,1994.017289,4034.288194,146.4083618,-351.4372253,71.65869904,16.13586235,8.41083622,6.394075394,-5.262132645,1.062061787,12.39662361,-16.51099586,8.890317917,-27.69489288,-16.22281837,-21.03099632,-13.16487217,-20.25636482,-1.289184809,-7.239160538,-12.38571835,-11.21183872,-7.712900162
Female,1.9660625,0.0550364,0.1341749622,1901.093609,1768.47381,3926.915323,144.8641766,-371.7518921,73.13676453,-6.266727448,4.723488331,0.8671208024,-9.831442833,-10.6240015,0.8966526985,-3.668358326,-11.52988911,-2.040207386,-2.621942043,-15.03707504,-9.306470871,-8.83220005,-4.170831203,-9.667936325,-2.598364353,-13.30821133,-5.996128082
Female,1.9660625,0.05644956,0.1225900958,1917.766439,1915.206945,4308.215726,139.5418222,-347.6350098,75.89645386,1.542741895,5.156629562,5.195549488,-1.717657685,-11.45616341,2.738037348,-4.004509926,-8.037707329,-6.883570671,1.013715029,-18.43532562,-9.40459156,-12.87949467,-3.248587847,-13.93132687,-10.94627285,-14.8979311,-11.3310957
Female,1.9660625,0.05982029,0.1099892893,1750.806803,1825.661464,3837.197581,126.4937124,-360.6528625,81.55873108,3.604455948,13.48697662,7.836368084,-3.248441935,-7.139199734,-1.504361391,-2.938551426,-5.935687542,-1.005097985,-1.786106348,-24.16912079,-12.00679207,-8.127496719,3.303061962,-9.523555756,-2.877689838,-15.80758095,-6.512176037
Female,1.9660625,0.054286536,0.1095955141,1817.221701,1843.437993,4012.852823,137.589468,-356.3153381,79.08363342,1.900030494,9.236298561,2.58736372,-2.724908352,-10.2602253,0.4257205129,1.689982891,-9.757122993,-8.383694649,-1.575507879,-24.88739967,-13.81492519,-13.29080963,-3.325697184,-16.04990959,-3.059354305,-13.53868961,-5.083803654
Female,1.9660625,0.05502732,0.1292527722,1723.254246,1654.687353,3441.280242,151.4640843,-372.1326294,85.77206421,-9.656867027,-4.995655537,0.9610220194,-11.65189838,-11.27512455,4.994612217,-2.556826115,-10.97097015,-5.897946358,-8.400062561,-18.98101616,-12.1838932,-9.032666206,-2.991048336,-8.579397202,-4.659374714,-8.981496811,-5.470708847
Female,1.9660625,0.056025077,0.09129284274,1588.836064,1679.494633,3394.53125,141.5181042,-356.0078125,84.6381073,-5.557010651,12.30856991,5.442518234,-1.729585767,-3.216409445,6.901366234,0.9707602262,-13.72424603,0.2118944973,-2.564487219,-17.12795639,-9.128062248,-12.90067768,-6.081030369,-11.91793251,-7.804315567,-18.32703209,-10.08815861
Female,1.9660625,0.055764847,0.06470514113,1499.369922,1710.991177,3301.159274,134.5280463,-365.8883362,81.94710541,4.914073467,10.30234432,6.753122807,5.204940796,-4.599579811,3.359186411,1.01969564,-6.392519951,-2.075903177,-0.7561338544,-8.751447678,-8.770199776,-9.057160378,-0.4211477935,-11.05939293,-4.13927269,-13.37139034,-12.73333931
Female,1.7116875,0.045608014,0.1565303096,2142.990517,2015.415063,4686.631944,146.8501737,-353.1773987,61.22681046,-6.916315079,-8.453146935,1.076779127,-6.443014145,-6.734035492,1.021483541,0.7656392455,1.424071193,-16.82260895,-2.74409771,-18.73658371,-8.220721245,-12.14706993,-3.265962601,-9.488922119,-2.475921154,-5.126804352,-12.65407944
Female,1.7116875,0.043862373,0.1410047743,2213.543199,2074.758056,4805.266204,140.1607831,-347.4884338,59.28914261,-1.701092005,-3.119595528,3.383394241,-0.5395106077,-4.076146603,2.557542562,4.258547783,6.977711201,-12.37255096,-2.793570518,-16.14652061,-11.33774853,-12.76987553,-1.953019738,-6.400921345,-3.669167995,-13.38532066,-9.924208641
Female,9.3,0.022352729,0.333722616,3003.571376,2096.961448,5284.28372,168.474199,-320.6336365,31.16201591,2.956487656,9.534508705,12.79099083,-16.22776413,-0.7101618648,-4.909526348,-18.54421997,2.431236267,-7.305087566,-11.70597744,-5.935488701,1.182699203,-8.949152946,1.163884521,-8.68590641,-4.857049942,-1.855769277,-1.323679328
Female,7.35,0.025352424,0.3066915761,2747.462017,2006.841133,4860.088315,168.3125797,-300.9972839,41.15860748,-7.435173035,7.761700153,17.38198662,-22.15919685,-3.731640816,-0.6657269597,-20.1643219,-0.5391916633,-8.128193855,-13.19270325,-6.239850998,1.8323313,-10.41293812,-1.207649589,-9.184864998,-4.846521854,-0.9326195717,-0.2155330181
Female,5.25,0.0031370025,0.5730291193,4586.084649,2342.47127,6983.522727,110.9012408,-420.6209412,-9.740299225,35.86144257,-1.680403233,10.24057293,-1.752196193,1.488229036,8.667742729,-3.011296272,0.7269738913,2.999166727,5.801290512,-5.879603386,4.337937832,-2.973152876,-1.675919175,-6.50087738,5.12150526,-4.188787937,-1.670266628
Female,4.65,0.026443645,0.1353174497,2202.674526,2136.122192,4559.075342,154.8143094,-288.1135254,60.21116638,10.75796318,16.71399498,21.32954025,-10.45490074,2.528885841,-1.84837389,-13.34725666,7.410036564,-5.665168285,-12.77637863,-4.187885761,1.326831937,-11.54499912,-1.024592519,-10.51798248,-8.169062614,-2.675868273,-2.843333721
Female,2.25,0.007828406,0.5582430128,4176.921141,2193.868546,6405.479754,113.9744302,-385.4201355,5.123696804,19.08581543,-4.672158718,13.55299187,-6.594711304,-7.552670956,1.933788419,-5.135538101,1.959122539,1.146694541,3.78360796,-4.750365257,1.681830883,-6.332843304,-3.018331289,-9.80036068,1.140412688,-3.995459318,-1.500250816
Female,2.7,0.0062647723,0.5865981158,4261.478444,2217.411746,6503.125,138.9721067,-391.0761414,1.863074064,17.50997162,-10.12314034,13.37658119,-2.390394211,-7.28842926,1.431792259,-3.525218725,3.089848518,3.199453831,4.523436546,-6.978103638,2.759361029,-3.102275133,-2.13880372,-9.630987167,1.426048517,-2.418296099,0.5751525164
Female,2.55,0.009236532,0.4639160156,4063.024316,2309.286717,6490.136719,132.1513921,-391.2265625,1.417891264,21.00494576,-5.097733974,11.75949669,-3.699752808,0.9038211703,8.567891121,-3.92250371,2.253246784,5.198969364,6.625285149,-3.171370745,5.80957365,-4.040259361,-1.809117079,-7.804405212,3.9500916,-2.778362989,0.08536081016
Female,3.3,0.006847338,0.5986985427,4372.879563,2217.746247,6633.263221,122.4330006,-398.384552,-1.306635618,21.08876419,-7.924773216,12.9869318,-2.448339224,-4.032749653,5.979823589,-3.134185791,1.519035578,4.06593132,5.225090504,-6.804262638,3.836483955,-3.987245321,-4.424579144,-9.610795021,4.046956539,-4.570469379,-1.734230518
Female,3,0.003510861,0.6224495096,4534.091848,2269.654632,6845.079787,106.9276072,-408.5127258,-5.61350584,28.41335106,-5.197860718,9.637987137,-4.436898232,-2.259863377,5.609220505,-5.978214264,-0.1238023788,2.586675644,5.938958168,-6.298504353,2.934289217,-3.497538567,-2.37533617,-9.124192238,2.958706379,-3.773728609,-1.690073848
Female,3,0.0073126815,0.5540537733,4242.065376,2241.242058,6543.96609,126.5079518,-394.8256226,1.958963752,21.54439163,-7.758042336,12.55364895,-1.783390641,-2.236016989,3.908768654,-6.603392124,1.364726663,3.603914738,3.156234026,-9.021241188,2.530969381,-2.773148537,-4.530126095,-10.86752224,2.802271366,-4.544113636,-2.075777531
Female,4.95,0.0049281833,0.5987430696,4449.775133,2253.089467,6743.649194,107.1582406,-407.6810913,-5.506309986,27.39904213,-2.743133068,11.68894768,-4.930857182,-2.127053261,6.352394104,-6.707691193,-0.9697205424,2.940732718,4.893114567,-6.138050556,4.394380093,-3.56628108,-3.618275166,-8.327375412,4.079839706,-3.902036667,-1.948928595
Female,3.15,0.0053981068,0.563974708,4313.548288,2284.703956,6727.114899,113.4983524,-403.960022,0.2023999691,29.91507149,-5.982079506,9.065830231,-2.569504976,-0.5474909544,5.855239868,-6.124389172,-0.3683337867,2.054651022,2.924058437,-7.707309723,2.611789942,-4.665353775,-3.774672031,-8.506695747,3.896791935,-4.261865616,-3.058013678
Female,3.45,0.004849828,0.5809326172,4321.218975,2227.888168,6530.164931,118.9918535,-396.8262329,0.9083148241,22.24114037,-6.231364727,12.67849922,-6.384341717,-6.58037138,5.724145889,-4.505439281,-0.9647839069,2.525940418,5.152950287,-6.985752106,2.363283157,-4.389332294,-2.942718506,-9.0415411,2.665639877,-3.189597607,-0.5777380466
Female,3.3,0.0046009454,0.5927781325,4406.650124,2262.500945,6714.618389,123.5911306,-403.721405,-3.466286659,26.06449318,-3.362819672,10.99560928,-5.673573494,-2.177553654,4.911554337,-6.976577282,-0.3257865906,2.632071257,3.807630062,-6.895179749,4.124739647,-3.170320272,-2.408455133,-8.996647835,2.523377657,-4.293622971,-1.703746796
Female,6,0.021256292,0.3750805145,3131.176434,2055.065627,5222.864029,189.7407851,-319.4777527,29.64516068,2.136813879,-2.268200159,12.62946224,-10.24164581,-12.26242256,-4.343616009,-14.27840328,-3.261556387,-0.36010167,0.8513892293,-5.546589375,2.594391346,-9.155457497,-3.695029974,-10.50617981,-6.528634548,-3.046768427,1.029574871
Female,3.45,0.0053139958,0.5799922237,4327.920574,2261.671752,6647.71412,124.735992,-398.9808044,2.476658344,27.97371864,-7.538668156,10.02087879,-1.050303459,0.4064764082,4.81743288,-5.613267899,1.026281595,1.191911101,1.763568997,-6.887206078,3.764927626,-4.236312389,-4.064635754,-9.471089363,1.405968785,-5.082769871,-1.76390624
Female,3.3,0.007298671,0.565640963,4218.709423,2234.196643,6465.745192,124.2681786,-397.5283813,5.560813427,28.11393356,-11.31892586,8.150593758,-0.1132878363,-0.641220212,4.193791866,-8.524648666,-2.097198248,3.0788095,4.864753246,-7.770724297,3.178812981,-3.788894176,-4.400381088,-8.776099205,3.225677252,-5.350018024,-2.102480173
Female,3.45,0.005834684,0.5625271267,4247.37195,2259.988833,6638.816551,127.9425728,-398.6938171,2.251252174,25.22182846,-10.54644775,10.22073555,-0.835644424,-1.996267438,4.784656525,-5.872941017,-0.4082938433,2.012199163,4.544100285,-5.672518253,3.746749401,-3.356782198,-3.694190741,-10.14183712,0.5525852442,-4.963023663,-1.335477233
Female,3.9,0.0052421046,0.5892313973,4365.308195,2250.097063,6698.130123,120.3395827,-402.176239,-0.9966358542,28.21095276,-8.57781601,8.704292297,-0.03551386297,-1.950220346,3.407907009,-7.076519012,-0.3039413691,2.9213624,4.106749535,-6.788047314,3.135294676,-3.294320822,-2.146602869,-8.878307343,1.760731578,-4.702584743,-1.898487449
Female,3.3,0.0062224194,0.5771719126,4306.473829,2254.815151,6615.910457,115.9725025,-401.2484131,3.579738855,30.16521835,-9.394001007,5.997630119,-3.644706488,-0.3042666614,4.538197041,-7.995770454,-0.9117459655,2.106684923,3.04795289,-7.435018539,4.267197609,-2.882240295,-3.354051113,-8.242828369,2.55129838,-6.25316906,-2.546306849
Female,3.15,0.005823115,0.5638908617,4287.605072,2278.924068,6661.379419,120.9787046,-401.4926758,1.141577005,28.17043304,-6.922170162,10.19646263,-1.819983006,-1.790792465,5.428409576,-5.370650291,-0.275021553,2.565880775,4.042372704,-7.013478756,3.775643349,-2.50809741,-2.942444086,-10.06290054,1.70239675,-5.864881516,-3.148165703
Female,3.45,0.004156684,0.5999891493,4440.639559,2251.646126,6725.405093,119.9379149,-403.1391296,-4.192962646,26.53545952,-4.651517868,9.003025055,-4.040335655,-1.578358412,4.023206711,-7.07694149,-0.05563157424,1.250891924,3.416475296,-5.785544872,4.511677742,-5.042488575,-2.230710983,-8.680259705,1.900649428,-3.671961546,-1.739943385
Female,13.65,0.021048188,0.3294926449,2940.893881,2051.263058,5013.557523,177.7901031,-312.0565796,37.74074173,-0.92428267,-4.527014256,12.67488289,-9.920087814,-7.290254116,-6.06966877,-15.66361237,1.009912372,-0.03758630902,-1.555740714,-5.86631918,2.081250429,-7.591365337,-2.95618248,-13.58978844,-7.195201397,-2.23736167,-0.8133717775
Female,3.45,0.005577313,0.571750217,4283.766085,2255.864494,6642.650463,137.1244817,-397.0802612,0.7957701087,25.84103966,-8.58407402,10.80047417,1.479117513,-2.095097542,3.704122543,-4.631908417,0.4362143278,1.546023726,3.373428345,-7.316550255,2.365588665,-3.82190609,-3.392907619,-9.2479105,2.25305748,-4.085426331,-1.966005206
Female,6.3,0.030854993,0.2128856678,2266.945368,1857.112796,3808.375635,158.04781,-275.9368591,58.85246658,-32.23620987,-30.97007942,21.45505333,2.52703023,-7.21447897,-7.593895435,-12.00883484,11.5424881,-3.280087471,-18.43635559,-6.753620625,9.923885345,-11.60472298,-8.183302879,-10.09627533,-11.54284954,-4.871013641,3.961145639
Female,6.15,0.01315443,0.4549693369,3521.431492,2150.60325,5794.162889,168.9281445,-350.2151184,24.40547562,11.04623699,-10.55141544,11.7156601,-3.683402061,-8.397427559,-5.362729073,-13.42990398,0.08431939781,0.9474247694,-1.682947636,-7.95112133,3.175082445,-5.989420414,-5.230368137,-11.30837345,-2.724656105,-4.709736824,0.8784997463
Female,7.05,0.03211904,0.08525037118,1931.167691,2186.507829,5011.595023,177.4909038,-302.9179993,68.82170105,12.24785233,-28.43842125,4.681292057,2.04113555,-9.180214882,-17.47657204,-28.70750427,-5.306079865,8.359930038,2.818971634,-9.250179291,2.646254539,-5.526427746,-7.638647556,-10.12461567,-7.83173418,-12.76020336,-0.6114674807
Female,3.3,0.007028171,0.55857497,4176.570252,2258.918004,6553.260216,130.8876145,-395.4176941,4.432349682,25.12784195,-8.479416847,12.40001965,0.3985093236,-3.783176661,2.661448002,-5.652331829,0.6272960305,1.6879251,3.214232206,-7.569544792,2.88408947,-2.842001438,-3.140166759,-11.19694042,1.022414327,-4.601490498,-1.552146673
Female,3.6,0.004021081,0.6119590017,4485.795472,2260.077722,6777.170907,122.8606804,-406.2459412,-4.244147301,28.38971329,-4.277018547,8.577699661,-4.391844273,-1.24815774,5.24973917,-6.270526886,-0.1286533326,2.126513243,4.631612778,-5.681091309,3.063686848,-4.698480606,-2.0457623,-10.08246517,1.73557198,-3.167913914,-0.8670964241
Female,3.45,0.003373407,0.6099717882,4492.714097,2298.124822,6909.288194,132.8061055,-411.435791,-6.521037579,31.57587624,-1.576115608,9.054006577,-4.652344704,-0.4520769119,5.214591026,-6.541522026,0.286046654,1.322506547,3.127697945,-6.862369537,3.220499992,-3.870017767,-0.3735309839,-7.936510086,2.454678774,-3.592547417,-1.278729081
Female,3.6,0.0064232633,0.5744736933,4248.50229,2208.972183,6490.389934,143.3284065,-391.8674316,-0.403069824,17.1027298,-7.211398125,14.85341454,-3.268691301,-7.580136299,2.894734144,-2.389674425,2.039397955,2.685755014,3.69764781,-6.840744495,4.263973236,-3.782499552,-3.30080986,-10.72347069,1.204846501,-2.125812292,-1.28958559
Female,3.6,0.0054729944,0.5951327434,4365.482137,2249.447636,6700.981748,145.8533504,-398.9889832,-2.184255362,21.71170235,-7.078632355,11.12721157,-1.982841969,-2.199769258,2.951889515,-4.434451103,1.868579388,0.8050803542,2.679404736,-4.830450058,4.081203461,-3.219079256,-2.142308712,-9.151510239,2.03172636,-2.626993895,-0.4158004522
Female,6.45,0.019666249,0.3901560566,3206.963515,2023.104143,5210.744121,173.3833615,-325.1616516,28.1414032,-1.650371313,-4.307252884,15.1889782,-9.716240883,-13.34702778,-5.907757759,-12.71458054,0.1148601547,0.2038074881,-2.570107937,-6.582488537,3.422282934,-7.862584114,-2.535844564,-10.33151436,-5.694075108,-3.80019331,-0.02150556445
Female,3.15,0.0040645916,0.6203440657,4486.886906,2253.402679,6792.613636,125.6987336,-403.979248,-4.211308479,26.13373184,-6.170773983,8.957195282,-4.292080879,-2.647943735,4.33425951,-5.738891602,1.293053627,2.594506741,4.31726265,-5.209306717,2.67655158,-4.699723244,-1.772013783,-7.561690331,3.083114862,-2.840263367,-0.7967866063
Female,3.3,0.0060192347,0.5834773137,4351.140679,2251.458506,6663.386418,127.1343057,-399.3374329,1.006695509,26.55708122,-9.753891945,6.957681656,-2.077161312,-1.684665084,2.566304684,-6.248272419,0.7645556331,2.298239231,5.526754379,-5.966626644,2.621078968,-4.652646542,-4.198971748,-9.12369442,3.182444334,-4.415102482,-1.902758718
Female,5.25,0.012505081,0.454128196,3583.051091,2129.918281,5716.003788,157.9066613,-354.208374,20.12884331,8.27327919,-3.967582464,14.46654224,-10.96345711,-10.47472954,-1.632560611,-8.637338638,2.765944242,0.1625945419,-0.9910920858,-5.169800758,2.244035244,-8.436863899,-2.262021065,-9.089683533,-2.298128605,-2.76479888,-0.231330961
Female,3.3,0.00593774,0.5778855544,4341.52987,2265.054555,6653.545673,125.2931602,-405.3313599,0.5122365355,30.19272041,-8.229434967,8.980211258,-0.4737789333,-0.984369576,4.33396101,-6.218432426,-0.07018892467,2.894267082,4.512662411,-7.749590397,3.33077836,-3.151779175,-3.125330925,-9.061772346,2.608665228,-5.653090954,-3.338217258
Female,3.6,0.0034522414,0.6144176922,4521.917918,2281.566552,6896.501659,137.4158105,-412.3528442,-6.933427811,32.13885498,-2.51118207,7.285605431,-4.147416115,-0.1288958639,5.323322773,-5.824168205,0.5055019259,1.528497577,3.60083127,-5.653646469,2.61489749,-4.680754185,-1.365878463,-7.665322304,3.195553303,-3.702709198,-1.77316165
Female,3.3,0.005006099,0.5831017127,4379.814194,2286.406628,6789.813702,119.5653254,-406.7131653,-2.881185055,31.14659309,-1.471068144,8.933663368,-4.279229164,-0.07219428569,4.275770187,-6.994220257,0.1250932217,0.01173712686,2.90702939,-5.404306412,2.931226969,-3.500487089,-0.5743879676,-8.037889481,3.14002943,-3.601381779,-2.477027893
Female,5.7,0.011660288,0.4554927549,3677.044567,2205.287251,5993.627793,146.437451,-365.0684509,18.04304314,19.8444252,-0.585156858,11.44946003,-10.69806099,-6.654952049,-0.9436649084,-11.57108212,-0.5003367066,-0.3820506632,0.03670028597,-5.883522511,2.180400133,-6.552276134,-2.586531639,-10.31320763,-2.032790661,-4.125043392,-1.249597192
Female,3.3,0.005087108,0.5694298377,4341.416495,2299.103363,6805.438702,118.5932074,-405.9875183,-2.556078672,31.53457832,-1.167294979,7.764488697,-4.304501057,0.7488651276,4.618979931,-7.423196793,-0.01202365104,0.5402463675,2.661605597,-5.257724285,2.24764967,-4.496448994,-1.556069016,-7.570205688,2.496244669,-4.532040119,-2.93259573
Female,3.75,0.0055718287,0.4076279462,3955.093734,2519.069879,6665.850106,128.1305335,-389.8945007,14.51358223,39.20347595,2.09965682,17.62042618,3.67198205,4.354603767,8.735372543,-2.746151209,3.792757273,2.195498705,1.474816918,-6.204268456,2.662833929,-6.781119347,-6.169153214,-9.890474319,-2.028247595,-8.293376923,-4.760089874
Female,3.45,0.0055628624,0.469414605,4105.807169,2440.449488,6739.510995,138.2223133,-400.406311,4.66696167,39.04538345,6.571076393,17.67973709,1.262715697,3.051518679,7.757924557,-6.136302948,-0.401725024,2.159642696,2.799082518,-7.723465443,2.389784098,-5.583549023,-5.174279213,-10.33475494,-0.7553758025,-8.307600021,-6.358617306
Female,4.5,0.0039611245,0.6059985871,4474.956168,2269.506945,6822.750443,128.5108179,-409.2130432,-3.004176855,31.8753109,-8.372608185,6.448274612,-1.791798234,0.2848901153,5.359935284,-6.250119686,0.3663320839,1.64881897,3.911033154,-6.366404057,4.260392189,-3.393522739,-2.531025887,-8.603004456,2.449869156,-5.249544621,-2.088128567
Female,3.6,0.0053003347,0.5703859582,4299.949305,2246.541677,6665.583518,125.0713476,-400.1010742,0.756183207,28.84932137,-8.997231483,7.547136307,-0.07882916927,-4.451024055,1.508891821,-4.473312855,-0.03981904313,1.967236519,2.64149642,-7.648832321,3.343393326,-3.635176182,-2.501440048,-8.634780884,3.242740154,-4.114500999,-2.250764608
Female,6.75,0.0122245895,0.4347485004,3495.985925,2173.922096,5843.56487,156.0239508,-351.1704712,23.88421059,11.77336025,-11.14915943,9.318385124,-4.361878872,-6.28848505,-2.320432663,-10.43811131,-0.6309287548,0.4243889451,0.1938814968,-7.439277172,1.180927277,-7.351334572,-3.579157352,-9.728856087,-2.502218008,-4.779893875,-0.7795090079
Female,5.55,0.012926171,0.4337761539,3549.05386,2196.414664,5908.225575,156.6339072,-358.4754944,19.19379234,15.03618336,-3.794230938,13.412076,-5.245855808,-4.274219513,0.5873664021,-11.18499565,-1.409273863,0.5604461432,0.6004911661,-7.398159027,1.33926785,-6.89629221,-2.858678102,-10.91224098,-4.46520853,-6.053811073,-3.04078126
